0.1 0.498376 0.585033
0.15 0.499328 0.585316
0.225 0.500718 0.58572
0.3375 0.502718 0.586281
0.50625 0.505543 0.587035
0.759375 0.509427 0.587992
1.13906 0.514573 0.589115
1.70859 0.521065 0.590278
2.56289 0.527911 0.592136
3.84434 0.536371 0.592629
5.7665 0.544922 0.592395
8.64976 0.552838 0.591364
12.9746 0.55958 0.589697
19.462 0.56492 0.587708
29.1929 0.568914 0.585724
43.7894 0.571779 0.583972
65.6841 0.573777 0.582552
98.5261 0.575147 0.581469
147.789 0.576075 0.580678
221.684 0.576701 0.580117
