1 0.441209 0.586953
1.5 0.450153 0.586679
2.25 0.461003 0.585677
3.375 0.473296 0.583619
5.0625 0.486174 0.580332
7.59375 0.49859 0.575943
11.3906 0.509621 0.570895
17.0859 0.518728 0.565781
25.6289 0.525802 0.561123
38.4434 0.531045 0.557225
1 0.441209 0.586953
1.5 0.450153 0.586679
2.25 0.461003 0.585677
3.375 0.473296 0.583619
5.0625 0.486174 0.580332
7.59375 0.49859 0.575943
11.3906 0.509621 0.570895
17.0859 0.518728 0.565781
25.6289 0.525802 0.561123
38.4434 0.531045 0.557225
0.1 9.83e+16 1.31099e+17
0.15 9.85991e+16 1.31159e+17
0.225 9.90343e+16 1.31241e+17
0.3375 9.96587e+16 1.3135e+17
0.50625 1.00537e+17 1.31483e+17
0.759375 1.01739e+17 1.31629e+17
1.13906 1.03325e+17 1.31758e+17
1.70859 1.05315e+17 1.31815e+17
2.56289 1.07665e+17 1.31728e+17
