0.3  2.00105e-05 -0.000270693 0.0100676 2.42472e-07 0.00934259 0.000926021
0.32  1.88769e-05 -0.000261657 0.0102154 -2.11469e-07 0.00951414 0.000896239
0.34  1.7143e-05 -0.000250308 0.0103339 -1.09096e-06 0.00966249 0.00085888
0.36  1.5367e-05 -0.000237189 0.0104254 -1.87929e-06 0.00978848 0.000815689
0.38  1.35773e-05 -0.000222705 0.0104911 -2.57914e-06 0.00989232 0.000767983
0.4  1.17748e-05 -0.000207185 0.0105319 -3.21421e-06 0.0099739 0.000716835
0.42  9.95234e-06 -0.000190909 0.0105482 -3.81285e-06 0.010033 0.000663168
0.44  8.10085e-06 -0.000174126 0.0105404 -4.40272e-06 0.0100694 0.00060781
0.46  6.21542e-06 -0.000157061 0.010509 -5.00561e-06 0.010083 0.000551512
0.48  4.23132e-06 -0.00013992 0.0104543 -5.70153e-06 0.0100734 0.000494951
0.5  2.25395e-06 -0.00012287 0.0103767 -6.39753e-06 0.0100407 0.000438695
0.52  1.16297e-07 -0.000105946 0.0102762 -7.26182e-06 0.00998464 0.000382943
0.54  7.85017e-06 -8.91253e-05 0.0101528 1.73806e-06 0.00990551 0.00032755
0.56  6.76389e-06 -7.29856e-05 0.0100067 1.87007e-06 0.00980176 0.000274603
0.58  5.67374e-06 -5.69811e-05 0.00983621 1.98773e-06 0.00967333 0.000222084
0.6  4.65863e-06 -4.08427e-05 0.00963979 2.20093e-06 0.00951906 0.00016972
0.62  3.82106e-06 -2.31077e-05 0.00941352 2.73388e-06 0.00933866 0.000113359
0.64  5.33073e-06 -4.54287e-05 0.00928557 2.55448e-06 0.0091522 0.000186343
0.66  4.30743e-06 -1.43379e-05 0.00897209 4.04517e-06 0.00891673 9.39006e-05
0.68  3.51323e-06 3.98156e-05 0.0085943 7.75083e-06 0.00867221 -6.01976e-05
0.7  2.38354e-06 0.000147051 0.00812328 1.56875e-05 0.00846172 -0.000356449
