0.3 0.0106807 0.0379991
0.32 0.0108629 0.0386432
0.34 0.0110181 0.0391752
0.36 0.0111493 0.0396168
0.38 0.0112683 0.0400168
0.4 0.0113812 0.0404007
0.42 0.0114663 0.0406938
0.44 0.0115235 0.0408973
0.46 0.0115464 0.0409896
0.48 0.0115583 0.041055
0.5 0.0115582 0.0410911
0.52 0.0115304 0.0410438
0.54 0.0114755 0.0409183
0.56 0.0113855 0.0406904
0.58 0.0112989 0.0405053
0.6 0.0112086 0.0403536
0.62 0.0111048 0.0402255
0.64 0.0109769 0.0401291
0.66 0.0108701 0.0403137
0.68 0.010859 0.0412269
0.7 0.0109748 0.0433519
