0.3  3.10082e-05 -0.000380038 0.0116462 1.73558e-06 0.0106807 0.00111002
0.32  2.66115e-05 -0.000365979 0.0117932 -1.54905e-06 0.0108629 0.00107021
0.34  2.47301e-05 -0.000349744 0.0119076 -2.15601e-06 0.0110181 0.00102344
0.36  2.26107e-05 -0.000331635 0.0119931 -2.85351e-06 0.0111493 0.000971285
0.38  2.17555e-05 -0.000325692 0.0120975 -3.24424e-06 0.0112683 0.000955878
0.4  2.20847e-05 -0.000339245 0.0122454 -3.98241e-06 0.0113812 0.000999501
0.42  2.16307e-05 -0.000345368 0.0123469 -4.91595e-06 0.0114663 0.00102137
0.44  2.08673e-05 -0.000343917 0.0124011 -5.56548e-06 0.0115235 0.00102053
0.46  1.92049e-05 -0.000328925 0.0123862 -6.0598e-06 0.0115464 0.000978098
0.48  1.83734e-05 -0.000325913 0.0123919 -6.62403e-06 0.0115583 0.000974516
0.5  1.83666e-05 -0.000337336 0.0124218 -7.52793e-06 0.0115582 0.00101392
0.52  1.77603e-05 -0.000341395 0.0124059 -8.4287e-06 0.0115304 0.00103252
0.54  1.65757e-05 -0.000338844 0.0123459 -9.39365e-06 0.0114755 0.00103082
0.56  2.415e-05 -0.000315838 0.0121983 1.04503e-09 0.0113855 0.000965604
0.58  2.43042e-05 -0.000319942 0.0121243 -1.21048e-07 0.0112989 0.000986885
0.6  2.53217e-05 -0.000336811 0.0120806 -3.43399e-07 0.0112086 0.00105192
0.62  2.58306e-05 -0.000346486 0.0120059 -4.8021e-07 0.0111048 0.00109848
0.64  2.42013e-05 -0.000324281 0.0118247 -2.81776e-07 0.0109769 0.00104389
0.66  2.25775e-05 -0.000301641 0.0116652 5.58206e-09 0.0108701 0.000994315
0.68  2.41805e-05 -0.000325706 0.0117307 1.49219e-07 0.010859 0.00112482
0.7  2.49387e-05 -0.000333972 0.0118916 9.37264e-07 0.0109748 0.00124313
